Syntax version=4
Wed May 02 10:43:07 2018
Starting process (2533211 clocks per sec)

LogRawData=false
VarHeader=1
D:		imu_acc_x	imu_acc_y	imu_acc_z	imu_gyro_x	imu_gyro_y	imu_gyro_z	imu_mag_x	imu_mag_y	imu_mag_z
D:	time(ms)	(0x20000236,3)	(0x20000238,3)	(0x2000023a,3)	(0x2000022a,3)	(0x2000022c,3)	(0x2000022e,3)	(0x20000230,3)	(0x20000232,3)	(0x20000234,3)
D:	230.24	-1587	11118	11915	-10	49	18	1397	-3194	4552
D:	231.12	-1587	11118	11915	-10	49	18	1397	-3150	4308
D:	231.99	-1713	11178	11954	-10	49	18	1397	-3150	4308
D:	232.89	-1713	11178	11954	-10	49	18	1397	-3150	4308
D:	233.76	-1713	11178	11954	-10	120	2	1397	-3150	4308
D:	234.65	-1713	11178	11954	-53	120	2	1397	-3150	4308
D:	235.54	-1713	11178	11954	-53	120	2	1393	-3150	4308
D:	236.42	-1640	11244	11892	-53	120	2	1393	-3150	4308
D:	237.42	-1640	11244	11892	-53	120	2	1393	-3150	4308
D:	238.36	-1640	11244	11892	-41	143	3	1393	-3150	4308
D:	239.23	-1640	11244	11892	-41	143	3	1393	-3150	4308
D:	240.11	-1743	11078	12003	-41	143	3	1393	-3150	4308
D:	241.15	-1743	11078	12003	-41	143	3	1393	-3150	4308
D:	242.17	-1743	11078	12003	-22	113	6	1393	-3150	4308
D:	243.13	-1743	11078	12003	-22	113	6	1393	-3150	4308
D:	244.03	-1759	11131	11829	-22	113	6	1393	-3150	4308
D:	244.93	-1759	11131	11829	-22	113	6	1393	-3150	4308
D:	245.83	-1759	11131	11829	-22	38	13	1393	-3150	4308
D:	246.76	-1759	11131	11829	-128	38	13	1393	-3150	4308
D:	247.66	-1759	11186	11753	-128	38	13	1393	-3150	4308
D:	248.56	-1662	11186	11753	-128	38	13	1393	-3150	4308
D:	249.48	-1662	11186	11753	-128	38	13	1393	-3150	4308
D:	250.53	-1662	11186	11753	-148	83	3	1393	-3150	4308
D:	251.60	-1483	11124	11770	-148	83	3	1393	-3150	4308
D:	252.67	-1483	11124	11770	-148	83	3	1393	-3150	4308
D:	253.57	-1483	11124	11770	-148	83	3	1393	-3150	4308
D:	254.49	-1483	11124	11770	-58	75	-121	1393	-3150	4308
D:	255.37	-1483	11124	11770	-58	75	-121	1398	-3182	4486
D:	256.26	-1678	11183	11969	-58	75	-121	1398	-3182	4486
D:	257.20	-1678	11183	11969	-58	75	-121	1398	-3182	4486
D:	258.11	-1678	11183	11969	-58	240	-37	1398	-3182	4486
D:	259.07	-1678	11183	11969	-188	240	-37	1398	-3182	4486
D:	260.03	-1655	11116	11745	-188	240	-37	1398	-3182	4486
D:	260.92	-1655	11116	11745	-188	240	-37	1398	-3182	4486
D:	261.81	-1655	11116	11745	-188	53	-15	1398	-3182	4486
D:	262.76	-1655	11116	11745	-151	53	-15	1398	-3182	4486
D:	263.65	-1655	11116	11780	-151	53	-15	1398	-3182	4486
D:	264.53	-1662	11116	11780	-151	53	-15	1398	-3182	4486
D:	265.41	-1662	11116	11780	-151	53	-15	1398	-3182	4486
D:	266.29	-1662	11116	11780	-102	49	-34	1398	-3182	4486
D:	267.21	-1662	11116	11780	-102	49	-34	1398	-3182	4486
D:	268.12	-1691	11134	11682	-102	49	-34	1398	-3182	4486
D:	269.08	-1691	11134	11682	-102	49	-34	1398	-3182	4486
D:	270.05	-1691	11134	11682	-102	66	-13	1398	-3182	4486
D:	270.99	-1691	11134	11682	-57	66	-13	1398	-3182	4486
D:	271.89	-1443	11103	11797	-57	66	-13	1398	-3182	4486
D:	272.79	-1443	11103	11797	-57	66	-13	1398	-3182	4486
D:	273.67	-1443	11103	11797	-57	66	-13	1398	-3182	4486
D:	274.62	-1443	11103	11797	-153	12	-32	1398	-3182	4486
D:	275.52	-1443	11103	11797	-153	12	-32	1404	-3160	4358
D:	276.38	-1758	11186	11953	-153	12	-32	1404	-3160	4358
D:	277.26	-1758	11186	11953	-153	12	-32	1404	-3160	4358
D:	278.21	-1758	11186	11953	-20	90	-8	1404	-3160	4358
D:	279.11	-1758	11186	11953	-20	90	-8	1404	-3160	4358
D:	279.99	-1656	11048	11730	-20	90	-8	1404	-3160	4358
D:	280.86	-1656	11048	11730	-20	90	-8	1404	-3160	4358
D:	281.76	-1656	11048	11730	-20	180	-75	1404	-3160	4358
D:	282.65	-1656	11048	11730	-11	180	-75	1404	-3160	4358
D:	283.55	-1656	11048	11730	-11	180	-75	1404	-3160	4358
D:	284.47	-1624	11095	11732	-11	180	-75	1404	-3160	4358
D:	285.41	-1624	11095	11732	-11	180	-75	1404	-3160	4358
D:	286.30	-1624	11095	11732	7	94	-90	1404	-3160	4358
D:	287.22	-1624	11095	11732	7	94	-90	1404	-3160	4358
D:	288.13	-1660	11177	11901	7	94	-90	1404	-3160	4358
D:	289.04	-1660	11177	11901	7	94	-90	1404	-3160	4358
D:	289.92	-1660	11177	11901	7	74	-24	1404	-3160	4358
D:	290.84	-1660	11177	11901	66	74	-24	1404	-3160	4358
D:	291.78	-1589	11144	11655	66	74	-24	1404	-3160	4358
D:	292.67	-1589	11144	11655	66	74	-24	1404	-3160	4358
D:	293.57	-1589	11144	11655	66	74	-24	1404	-3160	4358
D:	294.47	-1589	11144	11655	-63	99	-96	1404	-3160	4358
D:	295.38	-1589	11144	11655	-63	99	-96	1404	-3192	4527
D:	296.26	-1687	11154	11818	-63	99	-96	1404	-3192	4527
D:	297.21	-1687	11154	11818	-63	99	-96	1404	-3192	4527
D:	298.11	-1687	11154	11818	-63	135	-51	1404	-3192	4527
D:	298.99	-1687	11154	11818	-6	135	-51	1404	-3192	4527
D:	299.89	-1683	11192	11776	-6	135	-51	1404	-3192	4527
D:	300.76	-1683	11192	11776	-6	135	-51	1404	-3192	4527
D:	301.66	-1683	11192	11776	-6	135	-51	1404	-3192	4527
D:	302.56	-1683	11192	11776	-39	200	-102	1404	-3192	4527
D:	303.45	-1683	11192	11776	-39	200	-102	1404	-3192	4527
D:	304.33	-1699	11150	11541	-39	200	-102	1404	-3192	4527
D:	305.21	-1699	11150	11541	-39	200	-102	1404	-3192	4527
D:	306.11	-1699	11150	11541	-39	139	-105	1404	-3192	4527
D:	306.99	-1699	11150	11541	-25	139	-105	1404	-3192	4527
D:	307.89	-1781	11140	11569	-25	139	-105	1404	-3192	4527
D:	308.79	-1781	11140	11569	-25	139	-105	1404	-3192	4527
D:	309.67	-1781	11140	11569	-25	139	-105	1404	-3192	4527
D:	310.67	-1781	11140	11569	-4	89	248	1404	-3192	4527
D:	311.66	-1781	11132	11628	-4	89	248	1404	-3192	4527
D:	312.54	-1589	11132	11628	-4	89	248	1404	-3192	4527
D:	313.41	-1589	11132	11628	-4	89	248	1404	-3192	4527
D:	314.28	-1589	11132	11628	-72	146	-26	1404	-3192	4527
D:	315.21	-1589	11132	11628	-72	146	-26	1404	-3162	4503
D:	316.11	-1532	11088	11590	-72	146	-26	1404	-3162	4503
D:	316.99	-1532	11088	11590	-72	146	-26	1404	-3162	4503
D:	317.86	-1532	11088	11590	-72	53	-35	1404	-3162	4503
D:	318.76	-1532	11088	11590	18	53	-35	1404	-3162	4503
D:	319.74	-1630	11074	11681	18	53	-35	1404	-3162	4503
D:	320.72	-1630	11074	11681	18	53	-35	1404	-3162	4503
D:	321.65	-1630	11074	11681	18	53	-35	1404	-3162	4503
D:	322.51	-1630	11074	11681	33	103	-46	1404	-3162	4503
D:	323.41	-1630	11074	11681	33	103	-46	1404	-3162	4503
D:	324.28	-1728	11091	11718	33	103	-46	1404	-3162	4503
D:	325.22	-1728	11091	11718	33	103	-46	1404	-3162	4503
D:	326.12	-1728	11091	11718	-223	117	-71	1404	-3162	4503
D:	327.03	-1728	11091	11718	-84	117	-71	1404	-3162	4503
D:	327.93	-1730	11072	11712	-84	117	-71	1404	-3162	4503
D:	328.82	-1730	11072	11712	-84	117	-71	1404	-3162	4503
D:	329.77	-1730	11072	11712	-84	194	-27	1404	-3162	4503
D:	330.67	-1730	11072	11712	230	194	-27	1404	-3162	4503
D:	331.58	-1730	11072	11712	230	194	-27	1404	-3162	4503
D:	332.47	-1608	11216	11605	230	194	-27	1404	-3162	4503
D:	333.34	-1608	11216	11605	230	194	-27	1404	-3162	4503
D:	334.23	-1608	11216	11605	-81	95	-60	1404	-3162	4503
D:	335.31	-1608	11216	11605	-81	95	-60	1393	-3170	4463
D:	336.25	-1777	11116	11775	-81	95	-60	1393	-3170	4463
